session_id,date,region,channel,experiment_group,pages_visited,time_on_site_min,product_views,purchase_prob,purchase_success,amount_spent,ad_impressions,clicks,days_since_last_purchase,satisfaction_rating
2608,2025-03-08,Chile,Retail,UX Test,4,0.21,3,0.14,0,0.0,14,0,15.3,2.6
2609,2025-02-07,México,Retail,UX Test,4,7.87,2,0.14,0,0.0,24,3,32.9,2.3
2610,2025-01-22,Perú,Retail,Discount Test,7,4.14,11,0.16,0,0.0,16,2,16.9,2.7
2611,2025-03-12,México,Retail,UX Test,3,6.44,0,0.14,0,0.0,17,1,36.9,2.4
2612,2025-03-17,México,Retail,UX Test,5,0.95,7,0.14,0,0.0,24,1,81.0,2.7
2613,2025-02-18,Colombia,Online,UX Test,5,4.05,5,0.14,0,0.0,30,4,9.4,2.5
2614,2025-01-23,Colombia,Marketplace,Discount Test,5,0.8,7,0.16,1,55.07,20,2,70.0,2.5
2615,2025-03-11,México,Online,Discount Test,7,3.1,3,0.16,0,0.0,18,1,5.5,2.8
2616,2025-02-01,Perú,Online,Control,4,3.39,1,0.11,1,40.16,19,0,18.6,2.9
2617,2025-03-23,México,Online,UX Test,3,2.37,5,0.14,0,0.0,22,3,23.3,2.7
2618,2025-01-24,Colombia,Online,Control,6,0.43,6,0.11,0,0.0,24,1,4.8,2.7
2619,2025-03-25,Chile,Marketplace,Control,5,0.88,7,0.11,0,0.0,15,1,42.3,2.5
2620,2025-02-08,Chile,Marketplace,Discount Test,4,0.08,6,0.16,0,0.0,21,2,4.3,2.4
2621,2025-03-09,Chile,Online,UX Test,5,9.08,2,0.14,1,56.66,20,0,4.6,2.7
2622,2025-01-19,Perú,Online,UX Test,6,0.89,3,0.14,0,0.0,18,2,37.0,2.9
2623,2025-02-25,México,Retail,Control,5,3.08,5,0.11,1,44.75,17,3,11.1,2.6
2624,2025-02-21,Colombia,Retail,UX Test,5,14.02,3,0.14,1,42.84,20,1,25.6,2.4
2625,2025-02-07,Perú,Online,UX Test,5,12.36,6,0.14,0,0.0,28,4,22.5,2.9
2626,2025-03-07,México,Retail,Control,5,0.75,2,0.11,0,0.0,10,0,21.6,2.4
2627,2025-03-14,Chile,Retail,UX Test,3,2.89,0,0.14,0,0.0,24,2,47.8,1.9
2628,2025-03-06,Colombia,Online,Control,6,0.32,4,0.11,0,0.0,15,3,70.8,2.6
2629,2025-03-14,Chile,Marketplace,Discount Test,6,0.39,8,0.16,1,53.02,23,0,11.1,2.9
2630,2025-03-08,Perú,Online,Control,7,3.39,3,0.11,0,0.0,28,4,17.5,2.4
2631,2025-01-14,Colombia,Online,Control,5,11.73,4,0.11,0,0.0,17,0,13.2,2.2
2632,2025-03-10,Chile,Online,Control,2,1.77,0,0.1,0,0.0,18,1,0.2,2.4
2633,2025-01-17,Chile,Online,Control,8,1.64,8,0.12,0,0.0,14,2,26.1,2.7
2634,2025-01-09,Chile,Retail,Control,4,2.94,4,0.11,0,0.0,19,2,5.1,2.6
2635,2025-03-22,Perú,Marketplace,UX Test,4,1.45,4,0.14,0,0.0,25,2,9.5,2.4
2636,2025-02-23,Chile,Online,UX Test,5,2.36,1,0.14,0,0.0,22,4,34.5,2.7
2637,2025-01-16,Colombia,Marketplace,Discount Test,10,4.04,11,0.17,0,0.0,19,0,2.4,2.8
2638,2025-02-26,México,Online,Control,3,1.97,1,0.11,0,0.0,17,3,60.9,1.9
2639,2025-01-30,Chile,Online,UX Test,5,1.27,6,0.14,0,0.0,17,1,43.7,2.6
2640,2025-01-13,Chile,Online,Control,3,10.04,2,0.11,0,0.0,12,0,32.0,2.7
2641,2025-03-13,Perú,Retail,Discount Test,5,9.35,2,0.16,0,0.0,22,0,9.6,2.6
2642,2025-01-10,Colombia,Retail,Control,2,2.12,1,0.1,0,0.0,25,2,5.7,2.8
2643,2025-03-27,Colombia,Online,Discount Test,1,2.44,2,0.15,0,0.0,18,3,10.2,2.6
2644,2025-03-10,México,Retail,Discount Test,2,2.17,0,0.15,0,0.0,21,3,3.4,2.5
2645,2025-03-05,Chile,Retail,UX Test,7,6.77,8,0.14,1,51.49,24,2,13.4,2.3
2646,2025-01-22,Colombia,Retail,Control,7,2.34,4,0.11,0,0.0,22,5,15.8,2.7
2647,2025-03-09,Colombia,Online,Control,6,1.38,4,0.11,0,0.0,21,1,63.4,2.5
2648,2025-01-03,México,Retail,Discount Test,5,8.82,4,0.16,0,0.0,27,3,9.9,2.6
2649,2025-02-19,Chile,Marketplace,Control,5,0.45,1,0.11,0,0.0,18,1,57.0,2.8
2650,2025-01-28,Perú,Online,Discount Test,3,1.06,4,0.16,0,0.0,28,3,15.8,2.9
2651,2025-03-16,Perú,Marketplace,Control,5,4.58,8,0.11,0,0.0,20,2,46.7,2.5
2652,2025-03-09,Perú,Online,UX Test,7,0.32,6,0.14,0,0.0,20,1,3.1,2.8
2653,2025-02-13,Colombia,Marketplace,Control,4,8.83,4,0.11,0,0.0,17,5,11.0,2.5
2654,2025-02-12,México,Retail,Discount Test,6,4.58,8,0.16,0,0.0,18,2,7.3,2.7
2655,2025-01-07,Chile,Marketplace,UX Test,5,1.57,7,0.14,0,0.0,28,1,33.8,2.4
2656,2025-01-21,Perú,Online,UX Test,3,5.03,1,0.14,0,0.0,25,1,50.5,2.6
2657,2025-03-04,Colombia,Online,Discount Test,2,0.65,1,0.15,1,44.19,17,2,21.6,2.7
2658,2025-01-06,Chile,Retail,Control,4,0.59,2,0.11,0,0.0,24,1,6.1,2.5
2659,2025-03-12,Colombia,Online,Discount Test,5,3.47,6,0.16,1,69.29,27,1,25.1,3.2
2660,2025-03-29,Chile,Marketplace,Discount Test,5,10.1,5,0.16,0,0.0,31,2,0.9,2.6
2661,2025-01-08,Perú,Marketplace,Control,7,1.72,4,0.11,0,0.0,18,2,10.8,2.6
2662,2025-02-10,Colombia,Online,Discount Test,9,0.89,8,0.17,1,82.48,22,2,21.7,2.9
2663,2025-02-21,Chile,Online,Control,5,3.08,7,0.11,0,0.0,23,2,16.9,3.1
2664,2025-03-14,México,Retail,Control,1,1.81,5,0.1,0,0.0,22,2,4.8,2.5
2665,2025-01-14,Chile,Online,UX Test,5,6.94,4,0.14,0,0.0,13,1,46.6,2.6
2666,2025-02-02,Chile,Retail,UX Test,6,0.09,6,0.14,0,0.0,16,3,23.9,2.1
2667,2025-03-16,Perú,Retail,UX Test,3,4.71,0,0.14,0,0.0,25,5,1.5,2.8
2668,2025-02-16,Chile,Online,UX Test,3,2.63,2,0.14,0,0.0,23,0,5.9,2.3
2669,2025-01-15,México,Online,UX Test,9,2.87,6,0.15,0,0.0,18,4,50.0,2.6
2670,2025-03-19,Colombia,Online,UX Test,5,4.63,7,0.14,0,0.0,21,2,20.4,2.5
2671,2025-03-25,Chile,Online,Control,3,0.05,4,0.11,0,0.0,26,1,21.5,2.4
2672,2025-03-07,Perú,Marketplace,UX Test,5,1.52,6,0.14,0,0.0,21,2,51.5,2.4
2673,2025-03-28,Chile,Retail,Discount Test,9,1.87,12,0.17,0,0.0,10,0,33.6,2.6
2674,2025-03-24,Perú,Marketplace,Control,4,0.78,4,0.11,0,0.0,28,3,17.2,2.6
2675,2025-01-11,Chile,Marketplace,Discount Test,3,2.35,2,0.16,0,0.0,19,2,14.0,2.6
2676,2025-02-06,México,Marketplace,Control,8,0.57,5,0.12,0,0.0,28,5,38.2,2.6
2677,2025-02-23,Colombia,Marketplace,Control,3,2.13,2,0.11,0,0.0,19,4,92.9,2.4
2678,2025-03-07,Colombia,Online,UX Test,7,2.61,7,0.14,1,50.09,20,1,8.6,2.5
2679,2025-02-17,Colombia,Online,Control,4,2.11,4,0.11,0,0.0,22,2,17.1,2.9
2680,2025-02-27,Colombia,Retail,Control,4,3.59,7,0.11,0,0.0,14,0,172.4,2.7
2681,2025-01-11,Chile,Retail,Control,2,0.36,2,0.1,0,0.0,24,2,0.7,2.3
2682,2025-02-06,México,Online,Control,5,2.12,4,0.11,0,0.0,19,1,5.5,2.6
2683,2025-01-01,Chile,Online,Discount Test,8,8.21,7,0.17,1,82.36,18,2,6.3,2.6
2684,2025-02-28,Colombia,Retail,Discount Test,5,2.38,4,0.16,0,0.0,24,2,17.4,2.7
2685,2025-01-15,Perú,Retail,Discount Test,2,2.86,0,0.15,0,0.0,26,2,93.6,2.6
2686,2025-02-05,Colombia,Online,Discount Test,7,1.0,8,0.16,1,63.94,28,3,15.9,2.8
2687,2025-02-14,Chile,Online,UX Test,7,1.38,8,0.14,0,0.0,18,1,13.6,2.6
2688,2025-03-01,Chile,Marketplace,Control,4,1.42,5,0.11,0,0.0,21,0,35.3,2.6
2689,2025-03-09,Chile,Retail,Control,2,2.01,1,0.1,0,0.0,21,3,31.9,2.5
2690,2025-03-05,Perú,Retail,UX Test,4,0.19,4,0.14,0,0.0,22,2,8.2,3.4
2691,2025-02-20,Perú,Marketplace,UX Test,4,7.33,2,0.14,0,0.0,16,1,40.5,2.7
2692,2025-02-17,Colombia,Marketplace,Control,4,1.37,1,0.11,0,0.0,23,2,106.5,2.6
2693,2025-03-18,México,Retail,Control,4,0.28,5,0.11,0,0.0,26,4,32.1,3.2
2694,2025-03-19,Colombia,Online,Control,9,6.45,10,0.12,0,0.0,26,3,14.0,2.8
2695,2025-01-06,México,Marketplace,Discount Test,2,2.01,2,0.15,0,0.0,25,4,23.8,2.2
2696,2025-01-25,Colombia,Retail,Discount Test,5,1.18,5,0.16,1,44.39,25,5,17.4,2.4
2697,2025-03-24,Chile,Online,Control,1,5.98,3,0.1,0,0.0,19,1,20.4,2.7
2698,2025-02-22,Chile,Online,UX Test,3,0.79,2,0.14,0,0.0,14,1,18.2,2.6
2699,2025-01-12,México,Online,Control,5,2.66,6,0.11,0,0.0,13,1,61.8,2.6
2700,2025-01-07,Colombia,Retail,Discount Test,5,0.71,6,0.16,0,0.0,21,3,4.9,2.6
2701,2025-01-09,Chile,Retail,UX Test,4,0.42,5,0.14,0,0.0,25,3,22.5,2.8
2702,2025-03-10,Perú,Retail,Discount Test,7,1.0,10,0.16,0,0.0,20,6,14.5,2.6
2703,2025-01-20,Chile,Marketplace,Control,8,4.35,8,0.12,0,0.0,20,2,24.0,2.7
2704,2025-01-22,México,Online,Discount Test,5,3.0,3,0.16,0,0.0,22,0,15.4,2.5
2705,2025-01-12,México,Online,UX Test,6,0.4,8,0.14,0,0.0,20,3,3.4,2.7
2706,2025-02-23,Chile,Retail,Discount Test,2,2.79,0,0.15,0,0.0,24,3,86.8,2.6
2707,2025-02-15,México,Online,UX Test,5,5.64,5,0.14,1,22.74,19,2,0.5,2.6
2708,2025-01-26,Perú,Online,UX Test,6,3.77,1,0.14,0,0.0,17,2,41.0,2.5
2709,2025-02-28,Colombia,Online,Control,8,4.12,6,0.12,0,0.0,34,4,5.6,2.4
2710,2025-03-11,Perú,Retail,UX Test,10,3.16,8,0.15,1,41.34,17,3,109.7,2.3
2711,2025-03-29,Perú,Online,UX Test,7,7.22,8,0.14,0,0.0,19,1,74.5,2.7
2712,2025-02-12,Perú,Retail,UX Test,4,3.17,4,0.14,1,62.61,22,6,89.1,2.6
2713,2025-02-06,Colombia,Online,UX Test,5,2.97,6,0.14,0,0.0,20,2,43.7,2.7
2714,2025-01-27,Perú,Marketplace,Control,4,3.59,3,0.11,0,0.0,25,3,1.4,2.5
2715,2025-03-11,México,Online,Control,7,2.23,3,0.11,0,0.0,20,2,13.1,3.0
2716,2025-03-28,Chile,Marketplace,Discount Test,1,1.58,0,0.15,0,0.0,18,3,25.4,2.8
2717,2025-02-23,Perú,Online,UX Test,3,3.57,5,0.14,0,0.0,19,5,10.3,2.3
2718,2025-02-27,Chile,Online,UX Test,6,3.1,9,0.14,0,0.0,26,2,34.6,2.7
2719,2025-03-03,Colombia,Retail,Discount Test,6,4.6,5,0.16,0,0.0,21,2,2.6,2.7
2720,2025-02-07,Colombia,Marketplace,Discount Test,8,0.05,4,0.17,0,0.0,16,3,41.7,2.7
2721,2025-01-20,Chile,Online,UX Test,6,1.51,3,0.14,0,0.0,19,2,54.8,2.9
2722,2025-01-23,Perú,Marketplace,UX Test,1,1.31,2,0.13,0,0.0,20,1,81.5,2.4
2723,2025-02-24,Perú,Retail,Control,3,4.17,3,0.11,0,0.0,25,1,5.8,2.6
2724,2025-02-26,Perú,Marketplace,Control,5,4.26,6,0.11,0,0.0,13,2,11.3,2.7
2725,2025-02-11,Perú,Retail,UX Test,5,1.77,4,0.14,1,39.49,18,2,45.6,2.5
2726,2025-01-04,México,Online,Discount Test,2,1.16,4,0.15,1,47.75,17,3,19.5,2.1
2727,2025-03-20,Chile,Retail,UX Test,2,0.09,0,0.13,0,0.0,17,3,1.3,2.4
2728,2025-01-22,Perú,Online,Control,7,0.83,5,0.11,0,0.0,15,0,39.6,2.7
2729,2025-02-21,Chile,Online,Control,4,2.53,6,0.11,0,0.0,21,2,15.5,2.4
2730,2025-03-07,Colombia,Online,Discount Test,2,7.23,0,0.15,0,0.0,22,5,83.6,2.6
2731,2025-01-17,Chile,Online,UX Test,4,0.35,4,0.14,0,0.0,29,4,8.9,2.4
2732,2025-02-12,Colombia,Retail,UX Test,6,2.16,8,0.14,0,0.0,20,3,33.1,2.4
2733,2025-01-01,Colombia,Online,Discount Test,1,3.45,0,0.15,0,0.0,25,4,14.4,2.8
2734,2025-01-05,Perú,Retail,Control,1,7.82,0,0.1,0,0.0,15,5,14.6,2.1
2735,2025-01-23,Chile,Online,Control,3,1.23,3,0.11,0,0.0,20,1,13.1,2.8
2736,2025-02-28,Chile,Marketplace,Control,4,0.22,3,0.11,0,0.0,20,2,10.8,2.0
2737,2025-03-20,México,Marketplace,Control,4,1.69,1,0.11,0,0.0,23,1,15.7,2.8
2738,2025-02-07,Colombia,Retail,Discount Test,6,8.88,3,0.16,0,0.0,26,3,33.9,2.6
2739,2025-01-03,Perú,Online,Discount Test,2,2.86,2,0.15,0,0.0,25,5,24.4,2.7
2740,2025-01-27,Chile,Online,UX Test,4,2.61,5,0.14,0,0.0,24,2,49.4,2.6
2741,2025-03-27,Perú,Online,Control,4,7.04,3,0.11,0,0.0,15,5,12.1,2.6
2742,2025-01-10,Chile,Online,Discount Test,5,0.1,4,0.16,0,0.0,20,3,14.9,2.7
2743,2025-03-09,Colombia,Online,Control,7,0.79,7,0.11,0,0.0,25,6,54.6,2.4
2744,2025-03-08,México,Retail,Control,6,0.28,6,0.11,1,26.62,24,1,133.4,2.4
2745,2025-02-22,México,Retail,UX Test,8,1.9,7,0.15,1,38.77,18,1,15.9,2.5
2746,2025-03-24,Colombia,Online,UX Test,3,7.03,5,0.14,0,0.0,22,4,30.8,2.6
2747,2025-02-27,Perú,Retail,Discount Test,8,0.12,11,0.17,1,49.9,23,2,16.4,2.4
2748,2025-03-28,México,Online,Control,7,0.43,5,0.11,0,0.0,19,1,18.5,2.2
2749,2025-03-15,Chile,Retail,UX Test,4,1.04,3,0.14,0,0.0,29,3,18.7,2.4
2750,2025-03-12,Perú,Retail,Control,4,9.0,4,0.11,0,0.0,14,1,40.5,2.8
2751,2025-03-26,Chile,Online,UX Test,6,5.33,6,0.14,0,0.0,14,2,43.3,2.6
2752,2025-02-24,Perú,Online,Control,4,1.78,3,0.11,0,0.0,20,2,13.4,2.6
2753,2025-01-29,Perú,Retail,Control,5,2.89,7,0.11,0,0.0,27,0,3.1,2.6
2754,2025-01-10,Chile,Online,Discount Test,8,0.49,5,0.17,0,0.0,21,3,6.6,2.8
2755,2025-03-03,México,Marketplace,Control,6,0.46,4,0.11,0,0.0,18,0,16.7,2.4
2756,2025-02-16,México,Marketplace,Control,3,2.0,3,0.11,0,0.0,13,1,31.5,2.9
2757,2025-02-04,Chile,Marketplace,UX Test,4,0.15,3,0.14,0,0.0,22,3,41.9,2.4
2758,2025-03-26,México,Online,Control,5,1.41,2,0.11,0,0.0,23,0,1.6,2.5
2759,2025-03-23,México,Marketplace,Discount Test,7,1.88,5,0.16,0,0.0,20,0,127.7,2.5
2760,2025-02-03,Perú,Online,Discount Test,6,0.68,6,0.16,1,55.71,18,2,10.0,2.4
2761,2025-03-26,Chile,Online,Discount Test,3,0.05,1,0.16,0,0.0,29,2,30.5,2.0
2762,2025-02-08,Chile,Online,UX Test,4,2.37,0,0.14,0,0.0,21,3,47.2,2.7
2763,2025-01-19,Chile,Marketplace,Control,6,5.2,8,0.11,0,0.0,21,0,27.3,2.5
2764,2025-02-25,Colombia,Online,UX Test,2,0.34,2,0.13,0,0.0,22,0,22.3,2.7
2765,2025-01-09,México,Retail,Control,6,1.87,6,0.11,0,0.0,19,3,3.1,2.1
2766,2025-01-14,Chile,Retail,UX Test,6,7.18,3,0.14,0,0.0,18,2,22.0,2.5
2767,2025-03-14,Colombia,Retail,UX Test,5,6.38,6,0.14,0,0.0,23,1,1.9,2.7
2768,2025-03-14,Colombia,Online,Control,6,5.79,6,0.11,0,0.0,23,2,90.5,2.4
2769,2025-01-22,Colombia,Online,Control,4,6.09,3,0.11,0,0.0,20,0,1.8,2.3
2770,2025-03-08,México,Online,Control,2,1.9,1,0.1,0,0.0,23,4,19.9,2.0
2771,2025-03-28,Colombia,Retail,Control,6,3.27,8,0.11,0,0.0,14,0,13.9,3.0
2772,2025-03-27,Colombia,Online,Control,5,6.68,5,0.11,0,0.0,21,3,12.5,2.5
2773,2025-02-09,Chile,Online,Discount Test,5,13.87,6,0.16,0,0.0,24,3,4.4,2.7
2774,2025-03-18,Colombia,Marketplace,UX Test,8,3.49,8,0.15,0,0.0,24,4,30.6,3.2
2775,2025-02-19,Colombia,Retail,Control,5,0.09,4,0.11,0,0.0,15,1,27.9,2.3
2776,2025-02-20,Chile,Online,UX Test,3,5.23,1,0.14,0,0.0,15,0,2.8,2.9
2777,2025-01-22,Perú,Retail,Discount Test,3,6.41,2,0.16,0,0.0,13,1,4.3,2.6
2778,2025-02-04,Chile,Retail,Discount Test,3,4.94,4,0.16,1,70.9,13,1,27.1,2.2
2779,2025-01-20,Colombia,Online,UX Test,1,4.81,5,0.13,0,0.0,14,0,39.1,2.6
2780,2025-03-08,México,Online,Control,5,1.56,9,0.11,0,0.0,21,1,88.5,2.4
2781,2025-02-27,Chile,Online,Discount Test,4,4.85,6,0.16,0,0.0,35,4,1.7,2.1
2782,2025-03-13,Perú,Retail,UX Test,6,2.75,10,0.14,0,0.0,25,2,89.7,2.5
2783,2025-02-25,Perú,Online,Control,2,1.2,0,0.1,0,0.0,24,5,7.7,2.6
2784,2025-01-25,Chile,Online,Control,6,0.6,4,0.11,0,0.0,20,4,45.9,2.8
2785,2025-03-26,Perú,Online,Control,3,2.17,3,0.11,0,0.0,17,2,105.9,2.6
2786,2025-02-27,Perú,Online,UX Test,3,0.87,5,0.14,1,46.43,21,1,3.4,2.7
2787,2025-02-12,Perú,Online,Discount Test,7,4.5,5,0.16,1,35.12,28,4,15.2,2.5
2788,2025-03-11,Perú,Marketplace,UX Test,4,5.49,2,0.14,0,0.0,13,1,35.0,2.8
2789,2025-01-23,Chile,Retail,UX Test,7,0.12,7,0.14,0,0.0,20,1,16.0,2.3
2790,2025-03-14,Perú,Online,Discount Test,10,8.88,10,0.17,0,0.0,14,0,6.5,2.3
2791,2025-01-31,Chile,Online,UX Test,2,1.25,2,0.13,0,0.0,20,4,27.4,2.9
2792,2025-01-07,Chile,Online,Control,4,1.82,4,0.11,0,0.0,22,1,80.8,1.0
2793,2025-03-11,Chile,Online,Control,6,3.25,8,0.11,0,0.0,21,1,17.8,2.4
2794,2025-01-17,Perú,Retail,UX Test,7,1.8,10,0.14,0,0.0,21,1,46.9,2.4
2795,2025-02-27,Colombia,Marketplace,Discount Test,2,2.25,0,0.15,0,0.0,22,2,42.7,2.7
2796,2025-01-25,México,Online,Control,4,2.45,3,0.11,0,0.0,23,4,4.2,2.9
2797,2025-03-03,Perú,Online,Control,8,1.15,7,0.12,1,51.54,19,4,62.8,2.5
2798,2025-01-12,México,Online,UX Test,1,0.36,0,0.13,0,0.0,18,3,17.2,2.3
2799,2025-02-25,Chile,Online,Control,1,14.48,0,0.1,0,0.0,11,0,64.3,2.5
2800,2025-01-18,Colombia,Retail,Control,8,0.18,5,0.12,1,26.64,19,2,68.9,2.4
2801,2025-02-14,Perú,Retail,Discount Test,6,2.63,7,0.16,1,53.63,16,0,5.5,2.8
2802,2025-03-19,México,Online,Control,3,1.5,1,0.11,0,0.0,23,1,22.7,2.7
2803,2025-02-12,México,Retail,UX Test,2,0.74,0,0.13,0,0.0,25,4,16.4,2.7
2804,2025-03-10,Chile,Retail,UX Test,5,2.35,1,0.14,1,65.01,16,1,11.6,2.5
2805,2025-01-14,Colombia,Online,Control,2,0.26,3,0.1,0,0.0,22,1,15.5,2.8
2806,2025-02-28,México,Retail,Control,4,0.62,2,0.11,0,0.0,22,2,42.7,2.5
2807,2025-01-14,Chile,Marketplace,Discount Test,5,1.69,3,0.16,1,61.1,26,2,13.0,2.6
2808,2025-03-10,Perú,Retail,Discount Test,12,0.2,12,0.17,0,0.0,26,3,27.5,2.9
2809,2025-03-05,Chile,Online,Control,5,1.65,6,0.11,1,43.5,19,4,17.7,2.6
2810,2025-02-05,Colombia,Online,Discount Test,5,0.15,4,0.16,0,0.0,23,5,28.3,2.6
2811,2025-02-11,Perú,Online,Control,4,1.82,1,0.11,0,0.0,20,2,11.3,2.7
2812,2025-01-15,Colombia,Retail,Control,9,4.44,11,0.12,0,0.0,20,1,7.6,2.7
2813,2025-02-26,Colombia,Online,Control,5,0.47,3,0.11,0,0.0,16,1,9.5,2.1
2814,2025-03-23,México,Retail,Control,3,0.29,0,0.11,0,0.0,20,3,1.5,2.5
2815,2025-02-19,Colombia,Retail,Control,10,2.63,13,0.12,0,0.0,22,3,30.4,2.9
2816,2025-01-29,Perú,Retail,Discount Test,6,0.41,5,0.16,0,0.0,21,1,8.2,2.5
2817,2025-02-06,Perú,Online,Control,3,0.92,2,0.11,0,0.0,22,1,28.8,2.9
2818,2025-01-20,Perú,Retail,Control,4,6.56,3,0.11,0,0.0,26,3,48.2,2.1
2819,2025-02-09,Perú,Retail,Control,4,0.52,0,0.11,0,0.0,28,1,16.8,2.4
2820,2025-02-14,Colombia,Retail,Control,4,0.03,3,0.11,0,0.0,32,3,107.9,2.6
2821,2025-03-25,México,Marketplace,UX Test,6,4.44,9,0.14,0,0.0,24,3,10.5,2.9
2822,2025-02-08,Chile,Online,Control,5,0.54,4,0.11,0,0.0,20,1,19.8,2.7
2823,2025-03-18,México,Retail,Control,4,0.5,4,0.11,0,0.0,21,3,23.4,3.5
2824,2025-01-15,Perú,Retail,UX Test,8,0.31,4,0.15,0,0.0,21,0,68.1,2.3
2825,2025-02-18,Chile,Retail,UX Test,1,2.02,1,0.13,0,0.0,26,2,15.7,3.0
2826,2025-02-22,Chile,Marketplace,Discount Test,3,5.91,4,0.16,0,0.0,17,2,26.2,2.7
2827,2025-02-22,Perú,Retail,Discount Test,6,0.87,6,0.16,0,0.0,16,3,24.1,2.7
2828,2025-02-14,Colombia,Retail,Discount Test,6,3.51,8,0.16,0,0.0,19,0,21.1,1.8
2829,2025-03-10,Colombia,Marketplace,Control,8,1.67,9,0.12,0,0.0,14,0,4.7,2.8
2830,2025-01-16,México,Online,Control,3,1.07,2,0.11,0,0.0,23,1,0.2,2.2
2831,2025-01-07,México,Online,Control,6,6.95,3,0.11,0,0.0,23,0,31.3,2.5
2832,2025-01-13,México,Marketplace,UX Test,0,2.12,0,0.13,0,0.0,24,0,19.4,2.6
2833,2025-02-20,Chile,Retail,Discount Test,5,5.74,7,0.16,0,0.0,26,5,20.5,2.4
2834,2025-01-23,México,Online,Discount Test,2,1.52,2,0.15,0,0.0,28,2,60.5,2.5
2835,2025-03-07,Perú,Online,Discount Test,5,4.99,4,0.16,0,0.0,22,2,13.6,2.7
2836,2025-01-06,México,Online,Control,1,3.59,1,0.1,0,0.0,11,2,15.9,2.9
2837,2025-03-22,Chile,Marketplace,Control,4,0.62,6,0.11,0,0.0,19,1,6.8,2.9
2838,2025-03-26,Chile,Online,Control,6,2.87,6,0.11,0,0.0,18,1,18.5,2.4
2839,2025-03-11,Colombia,Online,UX Test,4,4.42,3,0.14,0,0.0,15,1,44.8,2.3
2840,2025-03-20,Chile,Online,Discount Test,5,1.76,2,0.16,0,0.0,25,6,57.4,2.1
2841,2025-02-03,México,Online,Discount Test,9,1.59,12,0.17,1,74.44,27,3,26.5,2.6
2842,2025-01-15,Colombia,Retail,Discount Test,9,1.78,7,0.17,0,0.0,21,0,45.8,1.8
2843,2025-01-18,Colombia,Retail,Discount Test,5,1.42,1,0.16,0,0.0,16,2,2.3,2.0
2844,2025-02-14,Chile,Retail,Control,3,6.58,0,0.11,0,0.0,19,2,28.0,2.7
2845,2025-02-28,Chile,Marketplace,Control,3,2.92,6,0.11,0,0.0,17,3,10.9,2.5
2846,2025-02-20,Chile,Retail,Discount Test,5,0.86,5,0.16,0,0.0,19,2,31.1,3.0
2847,2025-01-10,México,Retail,UX Test,4,0.06,4,0.14,0,0.0,24,1,24.5,3.1
2848,2025-03-06,México,Online,Control,5,2.95,3,0.11,0,0.0,19,1,25.6,2.4
2849,2025-03-12,México,Retail,UX Test,10,0.65,11,0.15,1,78.11,19,3,70.8,2.6
2850,2025-01-03,Colombia,Online,UX Test,6,5.67,6,0.14,0,0.0,21,2,52.1,2.7
2851,2025-02-10,Chile,Online,Discount Test,4,0.14,3,0.16,0,0.0,16,2,53.0,2.6
2852,2025-02-08,Chile,Online,Discount Test,4,0.48,5,0.16,0,0.0,15,1,5.5,2.6
2853,2025-01-06,México,Online,UX Test,2,0.14,3,0.13,0,0.0,19,0,29.2,2.5
2854,2025-01-16,Colombia,Marketplace,Discount Test,4,0.14,4,0.16,0,0.0,16,2,16.4,2.5
2855,2025-03-14,Colombia,Marketplace,Discount Test,4,0.88,3,0.16,0,0.0,23,2,13.6,2.5
2856,2025-02-22,Chile,Online,UX Test,5,0.79,8,0.14,0,0.0,15,0,31.9,2.4
2857,2025-01-20,Chile,Online,UX Test,6,7.1,3,0.14,0,0.0,22,3,3.3,2.8
2858,2025-02-10,Perú,Marketplace,UX Test,4,1.79,4,0.14,0,0.0,20,2,4.9,2.6
2859,2025-03-18,Colombia,Online,UX Test,4,5.17,6,0.14,1,45.41,16,0,4.8,2.5
2860,2025-01-10,México,Marketplace,Discount Test,6,3.55,2,0.16,0,0.0,30,6,43.2,2.1
2861,2025-03-27,Perú,Online,Control,6,0.64,3,0.11,0,0.0,21,3,25.8,2.4
2862,2025-01-13,Perú,Online,Control,2,0.36,0,0.1,0,0.0,30,5,6.1,2.6
2863,2025-01-26,Chile,Online,Control,5,0.82,3,0.11,0,0.0,15,5,9.4,2.3
2864,2025-01-17,Colombia,Online,Control,2,0.92,2,0.1,0,0.0,18,4,0.1,2.4
2865,2025-02-11,Chile,Online,UX Test,4,0.07,5,0.14,0,0.0,20,1,95.2,2.5
2866,2025-01-28,Perú,Online,Discount Test,3,1.49,3,0.16,0,0.0,27,1,7.5,2.5
2867,2025-03-29,Colombia,Marketplace,UX Test,7,4.41,8,0.14,1,58.68,17,3,76.5,3.0
2868,2025-01-02,Perú,Marketplace,Control,9,14.14,9,0.12,0,0.0,21,2,46.6,2.5
2869,2025-01-29,Perú,Online,Control,6,0.38,10,0.11,0,0.0,26,4,37.7,2.3
2870,2025-02-22,Colombia,Online,Control,1,0.3,2,0.1,0,0.0,30,1,26.3,2.9
2871,2025-01-31,Colombia,Retail,Discount Test,7,6.15,10,0.16,0,0.0,25,0,54.3,2.6
2872,2025-02-10,Colombia,Online,UX Test,3,0.55,5,0.14,0,0.0,21,1,46.6,2.3
2873,2025-02-07,Colombia,Retail,UX Test,6,0.35,7,0.14,0,0.0,20,0,11.4,2.4
